,comment_label,comment_predicted,comment_prob
108,0,0,0.012053779
109,0,0,0.017576884
110,0,0,6.976471e-05
111,0,0,0.25870037
112,0,0,1.1365637e-06
113,0,0,1.9223171e-05
114,0,0,5.1630764e-07
115,0,0,0.00012632043
116,0,0,0.004905406
117,0,0,1.004526e-09
118,0,0,0.042166542
119,0,0,7.61451e-08
120,0,0,0.007232764
121,1,0,0.3671568
122,0,0,8.9209925e-07
123,1,1,0.99864894
124,0,0,2.1056011e-10
125,1,1,0.98527133
126,0,0,0.00010391067
127,0,0,1.672686e-08
128,1,1,0.99982184
129,0,0,7.6305304e-07
130,0,0,0.09859886
131,1,1,0.9999999
132,0,0,1.12535155e-07
133,1,1,0.9999118
134,0,0,0.0008459375
135,0,0,0.25813895
136,0,0,8.29287e-12
137,0,0,2.4476805e-09
138,0,0,2.6055424e-09
139,0,0,0.019271137
140,0,0,3.24265e-09
141,0,0,4.1013736e-05
142,1,1,0.99993646
143,0,0,2.1848804e-11
144,0,0,0.028490042
145,0,0,3.5613543e-09
146,0,0,4.720623e-05
147,0,0,5.9641456e-09
148,0,0,1.7907613e-09
149,0,0,1.5656819e-06
150,0,0,1.10957375e-10
151,0,0,3.4736108e-06
152,1,1,0.9987306
153,0,0,0.0005703157
154,0,0,2.3271815e-07
155,0,0,0.008644178
156,1,1,0.99997556
157,0,0,0.17795369
158,0,0,1.5803413e-09
159,0,0,7.0825985e-09
160,0,0,1.181135e-10
161,0,0,1.699027e-08
162,0,0,1.0145354e-08
163,0,0,1.339199e-06
164,0,1,0.51294416
165,0,0,8.814435e-09
166,1,0,0.0015978456
167,0,0,1.0616134e-05
168,1,1,0.9999641
169,0,0,0.055515114
170,0,0,0.04509957
171,0,0,8.4589574e-10
172,0,0,3.0179267e-06
173,0,1,0.8000679
174,1,1,0.9995272
175,1,1,0.99890125
176,0,0,3.3214194e-05
177,1,1,0.9563089
178,1,1,0.9991135
179,1,1,0.99979013
180,0,0,1.2851919e-07
181,0,0,0.0028560124
182,0,0,0.0027362213
183,0,0,0.019756919
184,0,0,2.461697e-10
185,0,0,0.008348054
186,1,1,0.9999596
187,0,0,4.0990935e-09
188,0,0,1.103256e-09
189,0,1,0.999134
190,0,0,6.385156e-10
191,0,0,2.7735854e-09
192,1,1,0.9999893
193,0,0,0.0001465313
194,0,0,2.3257929e-11
195,0,0,0.0035518846
196,0,0,0.39565945
197,0,0,0.00010391067
198,0,0,4.365878e-05
199,0,0,1.4026326e-10
200,0,0,0.0005571117
201,0,1,0.765418
202,0,0,7.380237e-08
203,1,0,0.19946389
204,0,0,1.0799672e-08
205,0,0,0.0029694452
206,0,0,0.0015427324
207,0,0,7.265817e-08
208,0,0,4.6448814e-09
209,1,1,0.99999976
210,0,0,0.024237635
211,0,0,0.0011291547
212,1,1,0.99589807
213,0,0,3.0461875e-09
214,0,0,0.21304953
215,0,0,0.03138043
216,0,0,0.0058199596
217,0,0,0.0021742254
218,0,0,1.6656675e-10
219,0,0,0.00011235328
220,0,0,3.913565e-05
221,0,0,1.7061833e-06
222,0,0,0.000117744596
223,0,0,1.9525885e-05
224,0,0,4.3818463e-07
225,0,0,0.0068239546
226,0,0,9.290347e-10
227,0,0,0.38873404
228,1,0,0.3821414
229,1,1,0.99960643
230,0,0,0.007785655
231,0,0,1.820015e-05
232,0,0,5.813751e-10
233,0,0,0.046899255
234,0,0,0.0009888597
235,0,0,1.9792067e-06
236,0,0,4.3204126e-10
237,0,0,3.850742e-09
238,0,0,2.6769711e-11
239,0,0,0.0014103585
240,0,0,7.58256e-10
241,0,1,0.8975158
242,0,0,1.181135e-10
243,0,0,1.4761403e-08
244,0,0,1.0693124e-09
245,0,0,4.3022842e-12
246,0,0,9.516251e-06
247,0,0,8.902264e-08
248,0,0,5.5508026e-06
249,0,0,0.21750368
250,0,0,2.5109992e-08
251,0,0,2.6465736e-09
252,0,0,0.004792317
253,0,0,0.002673006
254,1,1,0.9966234
255,0,0,1.0587627e-10
256,0,0,0.0070390454
257,0,0,0.04054074
258,1,1,0.9999914
259,0,0,0.0010733063
260,0,0,0.005040703
261,0,0,0.026405517
262,0,0,0.00685048
263,1,1,0.68098474
264,0,0,2.9356555e-08
265,0,0,5.6027964e-09
266,0,0,0.0007096704
267,0,0,1.571343e-08
268,0,0,1.9638044e-06
269,0,0,1.9977386e-09
270,0,0,9.146313e-10
271,0,0,9.151693e-06
272,0,0,2.9233374e-10
273,0,0,0.017917344
274,0,0,7.7506945e-07
275,1,1,0.6567684
276,0,0,0.0006878511
277,0,0,0.00057254656
278,0,0,0.00017952797
279,0,0,5.658624e-08
280,0,0,7.4224995e-09
281,0,0,1.3709572e-06
282,1,1,0.9614615
283,0,0,3.5410764e-08
284,0,0,0.0012545944
285,0,0,0.002673006
286,0,0,3.581748e-10
287,0,0,0.003324437
288,0,0,0.0041179177
289,1,1,0.9976859
290,0,0,2.5651472e-09
291,0,0,1.8304671e-06
292,0,0,8.764247e-08
293,1,1,0.9992417
294,0,1,0.7168137
295,0,0,7.3074244e-09
296,0,0,6.553816e-05
297,0,0,1.7629982e-09
298,0,0,0.009449081
299,0,0,9.931194e-08
300,0,0,6.144174e-06
301,1,1,0.91789335
302,1,1,0.9456007
303,0,0,0.0003935756
304,1,1,0.99999976
305,1,1,0.9999988
306,0,0,5.130617e-10
307,0,0,2.8736855e-07
308,0,0,0.00010554686
309,0,0,6.2147826e-08
310,0,0,0.00023050673
311,1,0,0.13683893
312,1,1,0.99993396
313,0,0,2.833396e-10
314,0,0,0.017644463
315,1,0,0.010130412
316,0,0,0.005040703
317,1,1,0.9757161
318,0,0,0.030967517
319,0,0,0.008813166
320,0,0,1.0467402e-08
321,0,0,0.0003125878
322,0,0,3.6174375e-09
323,0,0,0.0024822769
324,1,1,0.98998636
325,0,0,1.5079722e-09
326,0,0,6.835885e-11
327,0,0,1.8631747e-05
328,0,0,1.7015864e-11
329,0,0,3.9172745e-12
330,0,0,4.745045e-10
331,0,0,0.0052608517
332,0,1,0.59596294
333,0,0,0.00619299
334,0,0,1.4615769e-09
335,0,0,0.032405518
336,0,0,7.967301e-05
337,0,0,1.1726421e-06
338,1,1,0.99999964
339,1,1,0.9999999
340,1,1,0.99942964
341,1,1,0.99997807
342,0,0,2.7191274e-11
343,0,0,0.00019110432
344,0,1,0.90397453
345,1,1,0.99999917
346,0,0,1.6893527e-07
347,0,0,0.0053640567
348,0,0,0.029090757
349,1,1,0.9999795
350,0,0,1.0407802e-07
351,0,0,0.0003175088
352,0,0,0.00017130819
353,0,0,1.2824929e-08
354,0,0,0.033399824
355,0,0,5.3237928e-11
356,0,0,5.8382472e-08
357,1,1,0.82893884
358,0,0,2.2033313e-07
359,0,0,2.2380287e-07
360,0,0,0.0033634927
361,0,0,2.3723732e-09
362,0,0,0.00025315638
363,0,0,0.11656274
364,0,0,1.7330516e-06
365,1,1,0.9992237
366,0,0,5.2333718e-08
367,0,0,1.1793583e-07
368,0,0,6.904e-10
369,0,0,0.1561049
370,0,0,4.3634625e-09
371,0,0,0.00025118678
372,0,0,0.10989668
373,1,1,0.7985012
374,0,0,5.5475197e-10
375,0,0,7.2353296e-10
376,0,0,0.010408314
377,0,0,4.4508508e-07
378,1,1,0.94600123
379,0,0,0.00061183405
380,0,0,2.1265816e-09
381,0,0,0.0016549242
382,1,1,0.99998593
383,0,0,0.0015731122
384,0,0,0.15960999
385,0,1,0.93558234
386,0,0,7.99196e-11
387,0,0,0.07765744
388,0,0,1.0754358e-10
389,0,0,0.07626997
390,0,0,2.74209e-07
391,0,0,6.253713e-05
392,0,0,0.0014895174
393,0,0,3.7266393e-06
394,0,0,0.01627746
395,0,0,5.0644718e-05
396,1,1,0.9999794
397,0,0,0.005159623
398,0,0,0.022672439
399,1,1,0.9999263
400,0,0,0.018194368
401,0,0,8.029784e-05
402,0,0,1.5252922e-11
403,1,1,0.89805347
404,0,0,2.4476805e-09
405,0,0,7.58256e-10
406,0,0,8.398072e-06
407,0,0,6.0362476e-07
408,0,0,0.00015720345
409,0,0,4.5304373e-06
410,0,0,0.00039204178
411,0,0,2.195349e-05
412,0,0,0.002396731
413,0,0,1.8581864e-10
414,0,0,3.27496e-08
415,0,0,0.0069576087
416,0,0,5.6348803e-10
417,0,1,0.94901186
418,0,0,2.5651472e-09
419,0,0,5.043474e-07
420,0,0,0.41389167
421,0,0,1.4699464e-10
422,0,0,3.094158e-09
423,0,0,0.039937314
424,0,0,0.0228462
425,0,0,0.003750789
426,0,0,5.9087965e-06
427,0,0,1.4930947e-10
428,1,1,0.99453074
429,1,1,0.7399865
430,1,1,0.9999958
431,0,0,2.000748e-12
432,0,0,7.042271e-08
433,0,0,0.04008736
434,1,0,0.4023334
435,0,0,9.436648e-10
436,1,1,0.99999654
437,0,0,0.0014381354
438,0,0,1.09697424e-08
439,0,0,0.27202454
440,0,0,1.1382771e-09
441,0,0,0.006903838
442,1,1,0.9988796
443,0,0,0.0043823365
444,0,0,0.114368536
445,1,1,0.99955755
446,0,0,6.657017e-05
447,0,0,0.0015854308
448,0,0,1.4337351e-07
449,1,1,0.9881765
450,0,0,0.043123372
451,0,0,0.00021654405
452,0,0,0.00092538487
453,0,0,3.2241864e-08
454,1,1,0.999884
455,0,1,0.9347534
456,0,0,8.15202e-09
457,0,0,7.1639465e-11
458,0,0,4.4346274e-05
459,0,0,5.9301865e-08
460,0,0,0.008847355
461,0,0,0.0034834242
462,1,1,0.90174776
463,0,0,0.0016356753
464,1,1,0.9999839
465,0,0,0.1732882
466,0,0,6.42172e-11
467,0,0,0.019756919
468,0,0,9.107936e-12
469,0,0,2.5109992e-08
470,0,0,7.766952e-06
471,0,0,0.18155324
472,0,0,0.041075893
473,0,0,8.220189e-05
474,0,0,3.1627594e-06
475,0,0,0.000101503836
476,0,0,8.777451e-11
477,0,0,2.207964e-06
478,0,0,4.5277534e-10
479,0,0,0.4005735
480,0,0,9.290347e-10
481,0,0,7.61451e-08
482,0,0,1.9780291e-10
483,0,1,0.79101497
484,1,1,0.9985335
485,0,0,6.922184e-05
486,1,0,0.30012983
487,0,0,6.6915856e-10
488,0,0,6.513036e-08
489,0,0,0.002570868
490,0,0,0.24926445
491,0,0,0.00012632043
492,0,0,3.295573e-05
493,0,0,0.047074176
494,1,1,0.99950445
495,0,0,1.2679283e-06
496,0,0,1.4064044e-05
497,0,0,7.469407e-06
498,1,0,0.28061637
499,1,0,0.2555294
500,0,0,3.2818517e-07
501,0,0,1.6832411e-05
502,0,0,7.3492695e-10
503,0,0,0.0025509123
504,0,0,0.013480103
505,0,0,2.0816914e-08
506,0,0,0.0824015
507,0,0,1.1206298e-09
508,0,0,3.7751344e-11
509,0,1,0.98549646
510,0,0,5.072357e-08
511,0,0,4.035543e-09
512,0,0,5.0540657e-06
513,0,0,0.0007733057
514,1,1,0.9999118
515,0,0,1.7283825e-11
516,0,0,2.6315044e-08
517,0,0,3.658986e-11
518,0,0,7.868056e-11
519,1,1,0.7390459
520,0,0,0.00058611616
521,0,0,0.0015247863
522,0,0,0.00021318757
523,0,0,1.00875866e-07
524,0,0,0.00519988
525,0,0,1.7778551e-05
526,0,0,0.08993301
527,0,0,3.5008543e-06
528,0,0,0.21783626
529,0,0,0.00015000567
530,0,0,0.0018243829
531,0,0,2.8962242e-07
532,0,0,3.653482e-08
533,0,0,8.2332484e-08
534,0,0,0.0022694687
535,0,0,7.766952e-06
536,0,0,2.0291984e-09
537,0,0,0.00588816
538,1,1,0.99999547
539,0,0,1.3232036e-08
540,1,0,5.594338e-06
541,0,0,1.3946463e-09
542,0,0,0.0003125878
543,0,0,0.0012207952
544,0,0,1.0799672e-08
545,0,0,6.289879e-06
546,0,0,1.1454779e-06
547,0,0,9.042455e-08
548,0,0,0.015543648
549,0,0,5.173919e-06
550,0,0,6.1887057e-10
551,0,0,3.2612188e-10
552,0,0,0.0003859661
553,1,1,0.9763105
554,0,0,0.00090044667
555,0,0,0.0003029734
556,0,0,0.029986508
557,0,0,0.0119150225
558,1,0,0.19421494
559,0,0,0.02532306
560,0,0,6.2767043e-07
561,0,0,1.1300809e-05
562,0,0,0.0003327413
563,0,0,5.093705e-06
564,1,1,0.9988883
565,0,0,0.0022343625
566,1,0,0.044764314
567,0,0,0.0011160142
568,1,1,0.9999989
569,0,0,0.09518112
570,0,0,0.00043563012
571,0,0,1.2314911e-05
572,0,0,2.0462932e-05
573,0,0,1.615382e-06
574,0,0,0.000110611596
575,0,0,3.4914287e-11
576,0,0,6.402006e-05
577,0,0,3.9113823e-09
578,0,0,6.302759e-05
579,0,0,0.43872508
580,0,0,0.015784562
581,0,0,1.004526e-09
582,0,0,0.017110888
583,0,0,3.5464107e-11
584,0,0,1.10957375e-10
585,1,1,0.9998074
586,0,0,4.8677937e-09
587,0,1,0.5388619
588,0,0,1.7907613e-09
589,0,0,3.1446623e-05
590,0,0,8.349628e-05
591,1,1,0.99911004
592,1,1,0.99955755
593,1,0,0.05942822
594,0,0,4.0757534e-08
595,0,0,2.8130173e-06
596,0,0,0.0005527786
597,0,0,1.0587627e-10
598,0,0,0.0009146137
599,0,0,0.02215887
600,0,0,1.9555682e-08
601,0,0,2.6882512e-09
602,1,1,0.99923575
603,0,0,0.0005295418
604,0,0,9.625642e-08
605,1,1,0.9999876
606,0,0,1.1750976e-05
607,0,0,5.0250615e-05
608,0,0,0.014447852
609,0,0,0.008124708
610,0,0,1.3594781e-10
611,0,0,0.08344117
612,0,0,3.0334058e-11
613,1,1,0.99985456
614,0,0,3.9337805e-10
615,0,0,2.5666133e-05
616,0,0,2.1691717e-07
617,0,0,1.7294145e-07
618,0,0,2.74209e-07
619,1,0,0.015247591
620,0,0,0.0019192374
621,0,0,1.3251969e-11
622,0,0,2.2252814e-06
623,0,0,1.1513511e-11
624,0,1,0.7472472
625,0,0,0.23283306
626,0,0,1.7185414e-10
627,0,0,3.8229115e-05
628,0,0,5.399497e-08
629,0,0,7.380237e-08
630,0,0,1.073818e-07
631,0,0,1.8113294e-11
632,0,0,1.4845933e-09
633,0,0,6.458494e-12
634,0,0,0.227641
635,0,0,1.0348532e-06
636,0,0,0.121790156
637,0,0,4.485759e-07
638,0,0,0.0013045066
639,0,0,2.8071167e-07
640,0,0,0.000493605
641,0,0,0.087720014
642,0,0,2.2252814e-06
643,1,1,0.99996495
644,0,0,3.732267e-09
645,0,0,0.000865981
646,1,1,0.9913892
647,1,1,0.9998568
648,0,0,4.457557e-10
649,0,0,0.019456575
650,0,0,0.05470151
651,0,0,3.2937142e-09
652,0,0,1.1750976e-05
653,0,0,2.487649e-05
654,1,1,0.9999782
655,0,0,7.1639465e-11
656,0,0,9.610242e-05
657,0,0,0.00041406954
658,1,1,0.9740426
659,0,0,2.0494179e-08
660,0,0,0.006265534
661,0,1,0.765418
662,0,0,2.9066927e-09
663,0,0,8.4462266e-07
664,0,0,0.0018530593
665,0,0,3.314543e-06
666,0,0,0.0017614696
667,0,0,3.0161343e-10
668,1,1,0.9912548
669,0,0,0.024940254
670,0,1,0.9113377
671,1,1,0.765418
672,0,0,4.2803413e-07
673,1,1,0.9972638
674,0,0,2.2766974e-10
675,1,1,0.8372211
676,0,0,1.3315579e-05
677,1,1,0.9959299
678,0,0,0.0031603526
679,0,0,0.008847355
680,0,0,0.00017952797
681,0,0,3.8127507e-10
682,0,0,0.013480103
683,0,0,1.0511496e-06
684,0,0,0.0007643033
685,0,0,0.10356715
686,0,0,0.010693758
687,0,0,0.00079783343
688,0,0,3.7910417e-09
689,1,1,0.99827254
690,0,0,0.008610767
691,1,1,0.9999573
692,0,0,0.044597577
693,0,0,1.1277189e-06
694,0,0,5.847043e-11
695,0,0,1.09697424e-08
696,1,1,0.98646784
697,0,1,0.765418
698,0,0,0.0046636546
699,0,0,7.543321e-05
700,0,0,1.9780291e-10
701,0,0,8.3278134e-10
702,0,0,1.2116896e-09
703,0,0,0.08344117
704,0,0,0.018653521
705,0,0,2.941833e-07
706,0,1,0.6858443
707,0,0,0.0015367271
708,0,0,5.2712687e-12
709,0,0,0.00036259004
710,0,0,0.17823957
711,0,0,0.027376488
712,1,0,0.060086653
713,0,0,7.496458e-08
714,1,1,0.9999975
715,1,1,0.9999627
716,0,0,1.1365637e-06
717,1,1,0.9999974
718,0,0,0.17497347
719,0,0,1.9555682e-08
720,0,0,0.0279544
721,0,0,1.43975585e-05
722,0,0,4.895669e-10
723,1,1,0.85919183
724,0,0,3.24265e-09
725,0,0,4.165958e-05
726,0,0,0.00035557945
727,0,0,2.0494179e-08
728,0,0,0.028436033
729,1,1,0.99378294
730,0,0,1.2186284e-10
731,0,0,1.0483171e-11
732,0,0,0.015603535
733,0,0,0.0037948343
734,1,1,0.99999917
735,0,0,1.5737103e-11
736,1,1,0.59166425
737,0,0,0.0005636751
738,0,0,4.3910513e-06
739,1,1,0.9999958
740,0,0,2.757793e-08
741,0,0,5.203571e-07
742,1,1,0.99879813
743,0,0,0.00076729245
744,0,0,0.0007702932
745,0,0,8.507397e-11
746,1,1,0.9999908
747,0,0,6.1313045e-07
748,0,0,0.19223589
749,1,1,0.9685601
750,0,0,1.6571452e-05
751,0,0,2.8780153e-10
752,0,0,0.072374016
753,0,0,8.245652e-11
754,1,0,0.009670992
755,0,0,0.12776141
756,0,0,0.0004339325
757,1,1,0.99921453
758,1,1,0.99999356
759,0,0,0.01665704
760,0,0,0.07276838
761,0,0,6.904e-10
762,0,0,0.0037217087
763,0,0,0.19651763
764,0,0,8.349628e-05
765,0,0,0.066934206
766,0,0,0.00090750254
767,1,1,0.9851003
768,0,0,6.93309e-08
769,0,0,1.0953123e-05
770,0,0,0.00041894842
771,0,0,1.8993904e-07
772,0,0,6.904e-10
773,0,0,7.112437e-07
774,1,0,0.32177958
775,0,0,1.5025415e-07
776,0,0,0.09534947
777,0,0,2.9693734e-10
778,1,1,0.99998343
779,0,0,5.2966143e-06
780,0,0,0.00066670234
781,1,1,0.9999919
782,1,0,0.019794779
783,0,0,0.0008830458
784,0,0,1.0587627e-10
785,0,0,8.864911e-10
786,0,0,0.01812472
787,0,0,2.971138e-06
788,0,0,1.3109144e-05
789,0,0,8.597225e-06
790,0,0,2.902312e-06
791,1,1,0.96432143
792,0,0,0.024191486
793,0,0,2.7735854e-09
794,0,0,2.335593e-09
795,0,0,0.00024729347
796,0,0,0.0034970103
797,0,0,2.17244e-10
798,1,0,0.39187127
799,0,0,3.872793e-10
800,1,1,0.70942193
801,0,0,4.7722173e-11
802,0,0,3.437299e-11
803,0,0,6.058067e-09
804,0,0,0.024609929
805,0,0,0.009449081
806,0,0,0.00042223287
807,1,1,0.99999666
808,0,0,1.6305066e-09
809,0,0,1.7087564e-09
810,1,1,0.999995
811,0,0,1.5558403e-09
812,0,0,0.00031999825
813,0,0,2.1815938e-08
814,0,0,9.3145936e-05
815,0,0,1.186112e-08
816,1,1,0.99999726
817,0,0,1.3846005e-05
818,0,0,1.30268925e-08
819,0,0,7.4224995e-09
820,0,0,7.5279895e-06
821,0,0,1.26984e-09
822,1,1,0.9260366
823,1,1,0.9999907
824,0,0,8.3278134e-10
825,1,0,0.00189692
826,1,1,0.92762595
827,0,0,0.046638038
828,0,0,0.015603535
829,0,0,2.5253781e-09
830,0,0,0.0014664583
831,0,0,1.2066055e-11
832,1,0,0.00588816
833,0,0,0.00092900335
834,0,0,1.0571701e-07
835,0,0,2.3588653e-08
836,0,0,9.295811e-06
837,0,0,0.00023782204
838,0,0,0.11008789
839,0,0,0.0023141264
840,0,0,3.689885e-07
841,0,0,3.2612188e-10
842,0,0,0.03534408
843,0,0,7.4224995e-09
844,0,0,0.0025809042
845,0,0,1.10790474e-07
846,1,0,0.0004691764
847,1,1,0.9999999
848,0,0,0.077937685
849,0,0,2.5798363e-10
850,0,0,3.3125752e-10
851,0,0,0.2617081
852,0,0,0.018475594
853,0,0,0.004962942
854,1,1,0.99771273
855,1,0,0.2672169
856,0,1,0.91550726
857,0,0,0.00041084853
858,1,1,0.74279505
859,1,1,0.9999999
860,1,1,0.9898303
861,0,0,0.00047842565
862,1,1,0.9991768
863,1,1,0.99997735
864,0,0,2.5505415e-08
865,0,0,3.9113823e-09
866,0,0,1.1039027e-05
867,0,0,2.6769711e-11
868,0,0,2.4249737e-06
869,0,0,1.6187581e-05
870,0,0,1.43975585e-05
871,0,0,1.57465e-07
872,1,1,0.9961004
873,0,0,0.08464396
874,0,0,0.0006411777
875,0,0,3.3455827e-09
876,0,0,3.5262182e-10
877,0,0,1.7356654e-09
878,0,0,6.904e-10
879,0,0,8.186364e-07
880,0,0,0.0006142272
881,1,1,0.8951567
882,0,0,0.48390755
883,0,0,6.118431e-08
884,0,0,0.046551272
885,0,0,1.621223e-08
886,0,0,9.1701964e-05
887,0,0,3.059022e-07
888,0,0,0.14463143
889,0,0,1.8660161e-08
890,0,0,0.15895613
891,0,0,0.004810983
892,0,0,4.058652e-10
893,0,0,0.35510373
894,0,0,1.0693124e-09
895,0,0,1.310149e-09
896,0,0,2.6897846e-05
897,0,0,2.1112483e-05
898,0,0,0.00059302105
899,0,0,2.6220212e-06
900,1,1,0.99973875
901,0,0,3.094158e-09
902,0,0,0.024750972
903,0,0,2.8071167e-07
904,0,0,1.8448236e-06
905,1,1,0.9997713
906,1,1,0.9999993
907,0,0,4.546832e-08
908,1,1,0.89552265
909,1,1,0.9999788
910,0,0,7.7019685e-10
911,0,0,3.676463e-05
912,0,0,0.014899643
913,0,0,2.1387594e-10
914,0,0,6.2050494e-05
915,0,0,1.0188093e-06
916,0,0,1.0754358e-10
917,0,0,6.385156e-10
918,0,0,3.2563122e-07
919,0,0,0.0027044292
920,0,0,4.0757534e-08
921,0,0,1.0587627e-10
922,0,0,3.732267e-09
923,1,1,0.99959713
924,0,0,1.2449072e-11
925,0,0,2.2542357e-11
926,0,0,3.131565e-07
927,1,1,0.52409023
928,0,0,0.0006411777
929,0,0,3.8345844e-11
930,0,1,0.99128854
931,0,0,0.0119150225
932,0,0,2.3257929e-11
933,0,0,2.5004632e-10
934,0,0,2.516283e-07
935,0,0,5.4076306e-11
936,0,0,1.0364132e-09
937,0,0,9.329493e-08
938,1,0,0.25349122
939,0,0,0.0006337125
940,0,0,0.00038147115
941,0,0,0.00066670234
942,0,0,1.4792467e-07
943,0,1,0.8797679
944,0,0,5.043474e-07
945,0,0,0.010091316
946,1,1,0.98365986
947,0,0,1.5079722e-09
948,0,0,1.1997353e-10
949,0,0,0.007695647
950,0,0,2.6204627e-10
951,0,0,0.0018895386
952,0,0,7.0863265e-05
953,1,1,0.999979
954,0,0,7.87275e-07
955,0,0,4.9237038e-11
956,0,0,8.543244e-09
957,0,0,9.946155e-11
958,1,1,0.999985
959,0,0,1.0648257e-11
960,0,0,0.17092276
961,0,0,2.3090713e-07
962,0,0,1.9667665e-09
963,1,0,0.085251234
964,0,0,3.9113823e-09
965,0,0,1.5647497e-10
966,0,0,1.4792467e-07
967,1,1,0.9997527
968,0,0,2.6070305e-05
969,1,1,0.99271095
970,1,1,0.9933589
971,0,0,1.562396e-07
972,0,0,1.3232036e-08
973,0,0,6.2409304e-06
974,0,0,9.242113e-05
975,0,0,1.5143262e-07
976,1,1,0.7531037
977,0,0,0.0035106493
978,1,1,0.9999355
979,0,0,1.736672e-05
980,0,0,0.077937685
981,0,0,1.526203e-07
982,0,0,0.007876706
983,0,1,0.84363765
984,0,0,1.0783312e-05
985,0,0,1.92815e-11
986,0,0,1.2263386e-07
987,0,0,7.3536053e-06
988,0,0,0.00046190585
989,0,0,4.5019735e-09
990,1,1,0.936285
991,0,0,3.7266393e-06
992,1,1,0.99916065
993,0,0,8.641369e-11
994,0,0,6.0235735e-08
995,1,1,0.9999988
996,0,0,0.07504072
997,0,0,3.927862e-07
998,0,0,5.658624e-08
999,0,1,0.9972531
1000,0,0,0.0035106493
1001,0,0,5.998299e-10
1002,1,1,0.99999976
1003,0,0,3.7110162e-08
1004,1,1,0.9992267
1005,0,1,0.7193836
1006,0,0,0.044597577
1007,0,0,1.5567455e-05
1008,0,0,0.045183755
1009,0,0,0.110279374
1010,1,1,0.9519527
1011,0,0,0.0010859444
1012,1,1,0.57540905
1013,0,0,2.8616283e-09
1014,0,0,0.0003473453
1015,0,0,0.009821793
1016,0,0,0.05350215
1017,0,1,0.9617499
1018,0,0,0.040845715
1019,0,0,0.019456575
1020,0,0,2.2252814e-06
1021,0,0,0.0014837189
1022,0,0,0.00017674513
1023,0,0,1.780565e-08
1024,0,0,3.2241864e-08
1025,0,0,2.952466e-09
1026,0,0,5.0223146e-09
1027,0,0,1.12128655e-05
1028,0,0,0.29767406
1029,1,1,0.997783
1030,0,0,8.543244e-09
1031,1,1,0.92523
1032,0,0,0.0011925492
1033,0,0,5.2333718e-08
1034,0,0,0.0824015
1035,1,1,1.0
1036,0,0,0.25534365
1037,0,1,0.52769685
1038,0,0,0.004962942
